; historical from ar6
; hectordata 0.0.0.9000
; commit 973edbec8b34a20
; date Thu Nov 17 17:42:00 2022
; UNITS:, W/m2
1978,0.786271638594812
1979,0.843821740440933
1980,0.857550522571526
1981,0.91034216300612
1982,0.53003972178417
1983,0.192163227402298
1984,0.632302488385552
1985,0.918400386825284
1986,0.972051479625749
1987,1.07221869222474
1988,1.24235855367021
1989,1.40777934802107
1990,1.41618514460756
1991,0.654347199421066
1992,-0.39680356970908
1993,0.566546789532499
1994,1.22849420069283
1995,1.51674825687423
1996,1.64210301198028
1997,1.55895898086688
1998,1.69994097218484
1999,1.93355022574648
2000,2.02557893057251
2001,2.04229341328736
2002,2.00722302833322
2003,1.93456912413338
2004,1.95740357682401
2005,1.90430929551338
2006,1.88466986643859
2007,1.94246873379536
2008,2.05169276112923
2009,2.12821174804192
2010,2.23690363312659
2011,2.2897895942441
2012,2.35742109029523
2013,2.52599096296346
2014,2.55824234562296
2015,2.62144376542819
2016,2.6310035236805702
2017,2.66115935109899
2018,2.6954156039762
2019,2.74577704374432
